series,subplot,scale,Disturbance.Frequency,Disturbance.Severity
UAS42,NW,1e-4,1.67372,0.41133
UAS42,NW,0.001,1.67372,0.41133
UAS42,NW,0.01,1.3749766666666667,0.41952
UAS42,NW,0.1,1.1375899999999999,0.4530675
UAS42,NW,1,1.16171,0.4519814285714286
UAS42,NW,10,1.220629,0.468206
UAS42,SE,1e-4,1.16035,0.41438
UAS42,SE,0.001,1.16035,0.41438
UAS42,SE,0.01,1.39628,0.38954500000000003
UAS42,SE,0.1,1.39628,0.38954500000000003
UAS42,SE,1,1.22415,0.4258875
UAS42,SE,10,1.204535,0.4405725
UAS42,x,100,1.2649483333333333,0.4541133333333333
UAS43,NW,0.01,1.07881,0.60412
UAS43,NW,0.1,1.366014,0.55036
UAS43,NW,1,1.387015,0.540042
UAS43,NW,10,1.3354709090909092,0.5055418181818182
UAS43,SE,1e-4,1.34967,0.42314
UAS43,SE,0.001,1.0397466666666666,0.4665866666666667
UAS43,SE,0.01,1.02579,0.46359
UAS43,SE,0.1,1.2723777777777778,0.5065255555555556
UAS43,SE,1,1.3236266666666667,0.5015486666666666
UAS43,SE,10,1.3006133333333334,0.4920933333333333
UAS43,x,100,1.3162260606060605,0.5003469696969697
UAS44,NW,1e-4,1.22353,0.586278
UAS44,NW,0.001,1.22353,0.586278
UAS44,NW,0.01,1.22353,0.586278
UAS44,NW,0.1,1.125353,0.580183
UAS44,NW,1,1.2264285,0.5628635
UAS44,NW,10,1.229759696969697,0.56472
UAS44,SE,1e-4,1.74912,0.37566
UAS44,SE,0.001,1.7478225,0.55369
UAS44,SE,0.01,1.625388,0.539142
UAS44,SE,0.1,1.335578,0.554098
UAS44,SE,1,1.15429875,0.56542625
UAS44,SE,10,1.1795872727272727,0.5659118181818182
UAS44,x,100,1.198499433962264,0.5693462264150944
UAS45,NW,1e-4,1.0275,0.502
UAS45,NW,0.001,1.3447,0.5102
UAS45,NW,0.01,1.2093416666666665,0.5563083333333333
UAS45,NW,0.1,1.194432,0.5313053333333333
UAS45,NW,1,1.2477685,0.526852
UAS45,NW,10,1.2244348484848484,0.5494093939393939
UAS45,SE,1e-4,1.37998,0.49491
UAS45,SE,0.001,1.37998,0.49491
UAS45,SE,0.01,1.37998,0.49491
UAS45,SE,0.1,1.1819066666666667,0.5832366666666666
UAS45,SE,1,1.1262057692307692,0.5336534615384615
UAS45,SE,10,1.1676611428571428,0.5387088571428571
UAS45,x,100,1.1872061702127659,0.5428787234042554
UAS46,NW,0.001,0.94204,0.55981
UAS46,NW,0.01,1.13896,0.519035
UAS46,NW,0.1,1.317596,0.503356
UAS46,NW,1,1.37589,0.4597690909090909
UAS46,NW,10,1.3834005,0.485217
UAS46,SE,1e-4,1.13896,0.519035
UAS46,SE,0.001,1.4517633333333333,0.49827
UAS46,SE,0.01,1.42624,0.4794875
UAS46,SE,0.1,1.4343733333333333,0.4591733333333333
UAS46,SE,1,1.392970909090909,0.44438272727272726
UAS46,SE,10,1.3626133333333335,0.46343238095238093
UAS46,x,100,1.3628365517241379,0.48449931034482757
UAS47,NW,1e-4,1.74912,0.37566
UAS47,NW,0.001,1.74912,0.37566
UAS47,NW,0.01,1.74912,0.37566
UAS47,NW,0.1,1.162465,0.5544383333333334
UAS47,NW,1,1.162465,0.5544383333333334
UAS47,NW,10,1.2924990476190477,0.5586647619047619
UAS47,SE,1e-4,1.74912,0.37566
UAS47,SE,0.001,1.74912,0.37566
UAS47,SE,0.01,1.37855,0.5491025
UAS47,SE,0.1,1.2050583333333333,0.5482
UAS47,SE,1,1.2573893333333332,0.55954
UAS47,SE,10,1.30899125,0.5559145833333333
UAS47,x,100,1.2965570731707317,0.5482863414634146
UAS48,NW,1e-4,1.0275,0.502
UAS48,NW,0.001,1.0275,0.502
UAS48,NW,0.01,1.2775366666666668,0.5439966666666667
UAS48,NW,0.1,1.241015,0.5423378571428571
UAS48,NW,1,1.2214477777777777,0.5346655555555555
UAS48,NW,10,1.2858805555555555,0.5443911111111112
UAS48,SE,1e-4,1.57803,0.4563
UAS48,SE,0.001,1.280142,0.513836
UAS48,SE,0.01,1.2989899999999999,0.5316128571428571
UAS48,SE,0.1,1.29854875,0.5543125
UAS48,SE,1,1.2905326666666666,0.54188
UAS48,SE,10,1.3466803448275861,0.5548851724137931
UAS48,x,100,1.3382248076923078,0.552600576923077
UAS49,NW,1e-4,1.13896,0.519035
UAS49,NW,0.001,1.13896,0.519035
UAS49,NW,0.01,1.3253275,0.468135
UAS49,NW,0.1,1.292332,0.457384
UAS49,NW,1,1.3081866666666666,0.446305
UAS49,NW,10,1.3700122222222222,0.47446777777777777
UAS49,SE,1e-4,1.16035,0.41438
UAS49,SE,0.001,1.417035,0.41285499999999997
UAS49,SE,0.01,1.4071766666666667,0.40554
UAS49,SE,0.1,1.4071766666666667,0.40554
UAS49,SE,1,1.3700122222222222,0.47446777777777777
UAS49,SE,10,1.3700122222222222,0.47446777777777777
UAS49,x,100,1.29635,0.47133
UAS50,NW,1e-4,1.71516,0.457935
UAS50,NW,0.001,1.8466566666666666,0.4676033333333333
UAS50,NW,0.01,1.4478014285714285,0.4873571428571428
UAS50,NW,0.1,1.53082,0.4705875
UAS50,NW,1,1.487666,0.477145
UAS50,NW,10,1.4537772,0.4857476
UAS50,SE,1e-4,0.701295,0.514815
UAS50,SE,0.001,0.7102533333333333,0.50257
UAS50,SE,0.01,0.8888933333333333,0.5024166666666666
UAS50,SE,0.1,1.0263988888888889,0.4946688888888889
UAS50,SE,1,1.3167569230769232,0.4846653846153846
UAS50,SE,10,1.343305,0.48982149999999997
UAS50,x,100,1.449198888888889,0.48954888888888887
UAS51,NW,1e-4,1.4805666666666666,0.49099666666666664
UAS51,NW,0.001,1.30572,0.507025
UAS51,NW,0.01,1.390415,0.5094583333333333
UAS51,NW,0.1,1.3659591666666666,0.5002408333333334
UAS51,NW,1,1.3812195454545455,0.5119609090909091
UAS51,NW,10,1.3731985714285715,0.53691
UAS51,SE,1e-4,2.1383,0.48182
UAS51,SE,0.001,2.1383,0.48182
UAS51,SE,0.01,2.1383,0.48182
UAS51,SE,0.1,1.5765725000000002,0.4956025
UAS51,SE,1,1.3122525,0.5090399999999999
UAS51,SE,10,1.3554214285714286,0.511042380952381
UAS51,x,100,1.347097846153846,0.541508
UAS55,NW,1e-4,1.6557199999999999,0.52904
UAS55,NW,0.001,1.44552,0.5227833333333334
UAS55,NW,0.01,1.5070474999999999,0.51994
UAS55,NW,0.1,1.501537857142857,0.6068078571428571
UAS55,NW,1,1.5238127272727273,0.6161513636363637
UAS55,NW,10,1.5061528,0.6171584
UAS55,SE,1e-4,1.5673849999999998,0.49860499999999996
UAS55,SE,0.001,1.5571125,0.545595
UAS55,SE,0.01,1.4772859999999999,0.5443
UAS55,SE,0.1,1.4669491666666667,0.6170841666666667
UAS55,SE,1,1.46885,0.5920805555555556
UAS55,SE,10,1.5234620689655172,0.5990751724137932
UAS55,x,100,1.5354090697674418,0.6143816279069767
UA_Cr_01,NW,0.01,1.2902133333333334,0.39819333333333334
UA_Cr_01,NW,0.1,1.2902133333333334,0.39819333333333334
UA_Cr_01,NW,1,1.5127883333333334,0.38611
UA_Cr_01,NW,10,1.3886127272727273,0.3995063636363636
UA_Cr_01,SE,1e-4,0.72817,0.47808
UA_Cr_01,SE,0.001,0.72817,0.47808
UA_Cr_01,SE,0.01,1.1431900000000002,0.393245
UA_Cr_01,SE,0.1,1.4020325,0.37124
UA_Cr_01,SE,1,1.4995033333333334,0.38174833333333336
UA_Cr_01,SE,10,1.3827872727272728,0.4340190909090909
UA_Cr_01,x,100,1.32183,0.464277
UA_Cr_02,NW,1e-4,NA,NA
UA_Cr_02,NW,0.001,NA,NA
UA_Cr_02,NW,0.01,1.55821,0.30841
UA_Cr_02,NW,0.1,1.7038671428571428,0.34571857142857143
UA_Cr_02,NW,1,1.5393307692307692,0.4036523076923077
UA_Cr_02,NW,10,1.4506527777777778,0.4250333333333333
UA_Cr_02,SE,0.001,1.1431900000000002,0.393245
UA_Cr_02,SE,0.01,1.4112233333333333,0.36324
UA_Cr_02,SE,0.1,1.4332175,0.3576575
UA_Cr_02,SE,1,1.5571842857142857,0.36588
UA_Cr_02,SE,10,1.5791777777777778,0.36225
UA_Cr_02,x,100,1.361570303030303,0.4578618181818182
UA_Cr_03,NW,1e-4,1.45115,0.4398733333333333
UA_Cr_03,NW,0.001,1.397974,0.44018399999999996
UA_Cr_03,NW,0.01,1.4001785714285715,0.44370714285714286
UA_Cr_03,NW,0.1,1.2369164285714285,0.4641835714285714
UA_Cr_03,NW,1,1.2746779166666666,0.4721075
UA_Cr_03,NW,10,1.2006038461538462,0.47910641025641026
UA_Cr_03,SE,1e-4,0.78496,0.51314
UA_Cr_03,SE,0.001,0.78496,0.51314
UA_Cr_03,SE,0.01,0.7324766666666667,0.5057466666666667
UA_Cr_03,SE,0.1,1.24193,0.47218454545454547
UA_Cr_03,SE,1,1.228225789473684,0.48452052631578946
UA_Cr_03,SE,10,1.209385,0.4831503125
UA_Cr_03,x,100,1.1879673333333334,0.48393555555555556
UA_Cr_04,NW,1e-4,1.3222166666666666,0.4277033333333333
UA_Cr_04,NW,0.001,1.3222166666666666,0.4277033333333333
UA_Cr_04,NW,0.01,1.468412,0.381614
UA_Cr_04,NW,0.1,1.5208528571428572,0.3678342857142857
UA_Cr_04,NW,1,1.568553,0.381896
UA_Cr_04,NW,10,1.4779319047619048,0.44522190476190476
UA_Cr_04,SE,1e-4,1.272685,0.397315
UA_Cr_04,SE,0.001,1.272685,0.397315
UA_Cr_04,SE,0.01,1.4735433333333332,0.37483
UA_Cr_04,SE,0.1,1.475341111111111,0.3907644444444444
UA_Cr_04,SE,1,1.3507853333333333,0.4378533333333333
UA_Cr_04,SE,10,1.3244178260869566,0.4668178260869565
UA_Cr_04,x,100,1.3744965714285715,0.4751385714285714
UA_Cr_05,NW,0.001,0.72817,0.47808
UA_Cr_05,NW,0.01,0.72817,0.47808
UA_Cr_05,NW,0.1,1.051315,0.43666
UA_Cr_05,NW,1,0.9453725000000001,0.477885
UA_Cr_05,NW,10,1.2360477777777779,0.4396644444444444
UA_Cr_05,SE,1e-4,1.8172,0.31655
UA_Cr_05,SE,0.001,1.8172,0.31655
UA_Cr_05,SE,0.01,1.687705,0.31248
UA_Cr_05,SE,0.1,1.36786,0.36768
UA_Cr_05,SE,1,1.3736657142857143,0.44027285714285713
UA_Cr_05,SE,10,1.21196,0.47857636363636363
UA_Cr_05,x,100,1.260325882352941,0.4905611764705882
UA_Cr_06,NW,1e-4,1.6663,0.3495
UA_Cr_06,NW,0.001,1.74175,0.333025
UA_Cr_06,NW,0.01,1.8169633333333333,0.3726733333333333
UA_Cr_06,NW,0.1,1.75096,0.356958
UA_Cr_06,NW,1,1.405112857142857,0.4053928571428571
UA_Cr_06,NW,10,1.3949276923076923,0.42223692307692307
UA_Cr_06,SE,1e-4,1.7355049999999999,0.33768
UA_Cr_06,SE,0.001,1.673228,0.331218
UA_Cr_06,SE,0.01,1.673228,0.331218
UA_Cr_06,SE,0.1,1.3813211111111112,0.4254611111111111
UA_Cr_06,SE,1,1.4074515384615385,0.4278653846153846
UA_Cr_06,SE,10,1.3779237500000001,0.441571875
UA_Cr_06,x,100,1.357697619047619,0.45254428571428573
UA_Cr_07,NW,1e-4,1.8172,0.31655
UA_Cr_07,NW,0.001,1.178885,0.415455
UA_Cr_07,NW,0.01,1.2332166666666666,0.43479
UA_Cr_07,NW,0.1,1.19656125,0.4803375
UA_Cr_07,NW,1,1.3830825,0.45836299999999996
UA_Cr_07,NW,10,1.3702633333333334,0.45918033333333336
UA_Cr_07,SE,1e-4,1.12884,0.59836
UA_Cr_07,SE,0.001,1.13475,0.5721966666666667
UA_Cr_07,SE,0.01,0.971836,0.546742
UA_Cr_07,SE,0.1,1.299398181818182,0.49648363636363635
UA_Cr_07,SE,1,1.3498782608695652,0.49579434782608695
UA_Cr_07,SE,10,1.2826055555555556,0.4924208333333333
UA_Cr_07,x,100,1.219365744680851,0.48975829787234043
UA_Cr_08,NW,1e-4,1.220686,0.471002
UA_Cr_08,NW,0.001,1.220686,0.471002
UA_Cr_08,NW,0.01,1.228345,0.46273125
UA_Cr_08,NW,0.1,1.2209573333333332,0.4788346666666667
UA_Cr_08,NW,1,1.2309478947368422,0.48358
UA_Cr_08,NW,10,1.2604845161290323,0.48425129032258063
UA_Cr_08,SE,1e-4,1.2200633333333333,0.43945
UA_Cr_08,SE,0.001,1.1156075,0.46355999999999997
UA_Cr_08,SE,0.01,1.0843116666666668,0.47935333333333335
UA_Cr_08,SE,0.1,1.1447308333333333,0.4835275
UA_Cr_08,SE,1,1.2180028571428572,0.49068761904761904
UA_Cr_08,SE,10,1.1871363333333333,0.49790833333333334
UA_Cr_08,x,100,1.1980208695652175,0.4957413043478261
UA_MJ_01,NW,1e-4,1.193465,0.41524
UA_MJ_01,NW,0.001,1.07978,0.50483
UA_MJ_01,NW,0.01,0.8126233333333334,0.5388022222222222
UA_MJ_01,NW,0.1,0.812906,0.5280406666666667
UA_MJ_01,NW,1,0.818456111111111,0.5124177777777777
UA_MJ_01,NW,10,0.7326190909090909,0.5207807272727273
UA_MJ_01,SE,1e-4,1.09142,0.4214466666666667
UA_MJ_01,SE,0.001,0.845615,0.48814
UA_MJ_01,SE,0.01,0.73873,0.5341923076923077
UA_MJ_01,SE,0.1,0.7448717647058823,0.5173117647058824
UA_MJ_01,SE,1,0.7639976923076923,0.5141180769230769
UA_MJ_01,SE,10,0.7059809523809524,0.5174995238095238
UA_MJ_01,x,100,0.7152576470588236,0.5222798529411765
UA_MJ_02,NW,1e-4,1.247235,0.4717225
UA_MJ_02,NW,0.001,1.161168888888889,0.5101766666666666
UA_MJ_02,NW,0.01,1.0987927272727274,0.5145381818181818
UA_MJ_02,NW,0.1,1.050821,0.490488
UA_MJ_02,NW,1,0.9825786206896552,0.4969724137931034
UA_MJ_02,NW,10,0.964333488372093,0.50088
UA_MJ_02,SE,1e-4,1.34909,0.499455
UA_MJ_02,SE,0.001,1.4677075,0.5144925
UA_MJ_02,SE,0.01,1.1761311111111112,0.47090777777777776
UA_MJ_02,SE,0.1,1.14861,0.49498117647058826
UA_MJ_02,SE,1,1.1033484,0.494024
UA_MJ_02,SE,10,1.0733666666666666,0.48673848484848486
UA_MJ_02,x,100,0.9638373469387755,0.5060261224489796
UA_MJ_03,NW,1e-4,NA,NA
UA_MJ_03,NW,0.001,1.1193199999999999,0.44509166666666666
UA_MJ_03,NW,0.01,1.0526446666666667,0.49031399999999997
UA_MJ_03,NW,0.1,0.9860655882352941,0.5027944117647059
UA_MJ_03,NW,1,0.9583105882352941,0.5083286274509804
UA_MJ_03,NW,10,0.9800226785714286,0.5079991071428571
UA_MJ_03,SE,1e-4,0.7191949999999999,0.529855
UA_MJ_03,SE,0.001,0.83804375,0.5142925
UA_MJ_03,SE,0.01,0.8356984615384615,0.5120338461538462
UA_MJ_03,SE,0.1,0.7824895833333333,0.519545
UA_MJ_03,SE,1,0.7987493548387097,0.5231983870967742
UA_MJ_03,SE,10,1.0139612,0.5123694
UA_MJ_03,x,100,1.0317405263157895,0.5073653947368421
UA_MJ_04,NW,1e-4,0.736775,0.518835
UA_MJ_04,NW,0.001,1.000508,0.517084
UA_MJ_04,NW,0.01,0.9690862499999999,0.515499375
UA_MJ_04,NW,0.1,0.8633423529411764,0.5293835294117647
UA_MJ_04,NW,1,0.8630360416666667,0.5348952083333334
UA_MJ_04,NW,10,0.8872601470588235,0.5323463235294118
UA_MJ_04,SE,1e-4,1.14384,0.4735833333333333
UA_MJ_04,SE,0.001,0.9680722222222222,0.4958911111111111
UA_MJ_04,SE,0.01,0.9781285,0.5127945
UA_MJ_04,SE,0.1,0.9521782758620689,0.5225779310344828
UA_MJ_04,SE,1,0.9930841025641025,0.5216533333333333
UA_MJ_04,SE,10,0.9607216071428571,0.5211566071428572
UA_MJ_04,x,100,0.894789012345679,0.5312655555555555
UA_MJ_05,NW,1e-4,1.059475,0.46265
UA_MJ_05,NW,0.001,0.922662,0.48581399999999997
UA_MJ_05,NW,0.01,0.9977158823529412,0.5283617647058824
UA_MJ_05,NW,0.1,1.0297606451612904,0.5254783870967742
UA_MJ_05,NW,1,1.0432906521739131,0.5181089130434783
UA_MJ_05,NW,10,1.0607790476190475,0.5187507936507937
UA_MJ_05,SE,1e-4,1.5407899999999999,0.529545
UA_MJ_05,SE,0.001,1.2331257142857142,0.5223057142857143
UA_MJ_05,SE,0.01,1.13792,0.5308694117647059
UA_MJ_05,SE,0.1,1.1813455555555556,0.5297803703703704
UA_MJ_05,SE,1,1.0830657894736841,0.5248228947368421
UA_MJ_05,SE,10,1.066958,0.5235645454545454
UA_MJ_05,x,100,1.076385243902439,0.5220529268292683
